ID,Name,Height,Weight,Age,Sex,Profession,Salary
12957,Кузнецовa Нора,168.0,50.0,77,ж,продавец,474000
12958,Поляковa Любовь,176.0,52.0,35,ж,программист,498000
12959,Дорофеевa Сабина,172.0,68.0,80,ж,продавец,348000
12960,Владимировa Серафима,169.0,46.0,70,ж,автослесарь,423000
12961,Мишинa Владислава,178.0,64.0,26,ж,инженер,247000
12962,Черновa Иоанна,155.0,44.0,80,ж,программист,205000
12963,Лаврентьевa Агафия,180.0,54.0,57,ж,бухгалтер,110000
12964,Барановa Цветана,171.0,54.0,66,ж,продавец,384000
12965,Колесниковa Агата,179.0,57.0,89,ж,сантехник,160000
12966,Барановa Ася,166.0,52.0,84,ж,продавец,309000
12967,Гусевa Анжелика,165.0,52.0,72,ж,бухгалтер,371000
12968,Ершовa Анфиса,172.0,55.0,65,ж,врач,193000
12969,Тарасовa Алла,182.0,59.0,27,ж,преподаватель,251000
12970,Силинa Руслана,176.0,52.0,52,ж,студент,351000
12971,Суворовa Павлина,168.0,63.0,79,ж,автослесарь,65000
12972,Нестеровa Анастасия,158.0,69.0,20,ж,продавец,151000
12973,Веселовa Иванна,164.0,68.0,40,ж,врач,141000
12974,Ждановa Ванда,,49.0,68,ж,продавец,261000
12975,Власовa Евгения,173.0,62.0,79,ж,студент,87000
12976,Горбуновa Надежда,155.0,53.0,42,ж,сантехник,237000
12977,Соколовa Илона,179.0,65.0,28,ж,сантехник,352000
12978,Шубинa Эльвира,163.0,66.0,51,ж,преподаватель,219000
12979,Наумовa Руслана,183.0,61.0,79,ж,преподаватель,362000
12980,Артемьевa Анна,174.0,67.0,33,ж,сантехник,70000
12981,Анисимовa София,155.0,70.0,79,ж,студент,308000
12982,Федосеевa Ксения,160.0,58.0,76,ж,сантехник,355000
12983,Блохинa Олеся,176.0,52.0,52,ж,программист,284000
12984,Даниловa Анжелика,174.0,41.0,51,ж,программист,496000
12985,Жуковa Надежда,177.0,60.0,56,ж,бухгалтер,149000
12986,Носковa Адель,163.0,60.0,23,ж,программист,279000
12987,Пахомовa Луиза,163.0,41.0,63,ж,студент,424000
12988,Князевa Тамила,167.0,65.0,74,ж,сантехник,411000
12989,Сысоевa Марфа,155.0,66.0,48,ж,сантехник,465000
12990,Савинa Людмила,171.0,48.0,43,ж,инженер,82000
12991,Козловa Ярослава,155.0,63.0,25,ж,продавец,170000
12992,Алексеевa Лара,166.0,44.0,74,ж,инженер,454000
12993,Блохинa Виталия,164.0,64.0,18,ж,преподаватель,482000
12994,Поляковa Майя,156.0,67.0,36,ж,преподаватель,322000
12995,Морозовa Милица,178.0,55.0,37,ж,врач,51000
12996,Цветковa Фаина,181.0,74.0,28,ж,преподаватель,275000
12997,Самойловa Илга,156.0,52.0,79,ж,преподаватель,323000
12998,Гуляевa Дарья,158.0,78.0,78,ж,бухгалтер,212000
12999,Киселёвa Капитолина,155.0,58.0,62,ж,бухгалтер,45000
13000,Корниловa Эрика/div>,179.0,79.0,36,ж,студент,320000
13001,Тихоновa Любовь,166.0,65.0,50,ж,бухгалтер,478000
13002,Лебедевa Агафия,158.0,74.0,71,ж,инженер,357000
13003,Шашковa Клара,161.0,68.0,76,ж,преподаватель,459000
13004,Титовa Инесса,173.0,64.0,45,ж,студент,239000
13005,Фоминa Снежана,180.0,59.0,24,ж,бухгалтер,404000
13006,Владимировa Светлана,181.0,60.0,86,ж,врач,42000
13007,Носковa Валерия,161.0,53.0,23,ж,врач,35000
13008,Носковa Александрина,165.0,52.0,65,ж,программист,323000
13009,Фоминa Аделия,164.0,61.0,30,ж,продавец,10000
13010,Ореховa Илга,170.0,56.0,32,ж,инженер,297000
13011,Сазоновa Инга,166.0,44.0,28,ж,программист,408000
13012,Казаковa Карина,165.0,40.0,80,ж,врач,436000
13013,Тетеринa Эвелина,168.0,67.0,85,ж,сантехник,467000
13014,Ларионовa Василиса,168.0,43.0,60,ж,программист,28000
13015,Симоновa Владислава,164.0,79.0,59,ж,автослесарь,325000
13016,Белозёровa Инесса,184.0,78.0,28,ж,программист,274000
13017,Кирилловa Россияна,168.0,75.0,73,ж,врач,297000
13018,Кузнецовa Карина,178.0,41.0,55,ж,программист,35000
13019,Волковa Ия,162.0,79.0,80,ж,врач,492000
13020,Прохоровa Элина,171.0,78.0,56,ж,продавец,494000
13021,Соловьёвa Ульяна,174.0,68.0,82,ж,сантехник,289000
13022,Гавриловa Аделия,177.0,47.0,44,ж,врач,308000
13023,Ларионовa Агния,177.0,58.0,38,ж,продавец,474000
13024,Романовa Владислава,178.0,65.0,55,ж,бухгалтер,67000
13025,Денисовa Венера,162.0,43.0,47,ж,преподаватель,405000
13026,Субботинa Эвелина,176.0,56.0,40,ж,бухгалтер,467000
13027,Ореховa Адель,159.0,50.0,77,ж,студент,69000
13028,Масловa Богдана,179.0,44.0,79,ж,студент,315000
13029,Кулагинa Виктория,,67.0,42,ж,автослесарь,376000
13030,Королёвa Регина,176.0,54.0,22,ж,автослесарь,419000
13031,Кузнецовa Марта,167.0,50.0,68,ж,студент,54000
13032,Фёдоровa Изольда,180.0,46.0,78,ж,автослесарь,62000
13033,Максимовa Цагана,163.0,44.0,25,ж,бухгалтер,187000
13034,Русаковa Ульяна,170.0,57.0,84,ж,сантехник,453000
13035,Королёвa Ия,165.0,49.0,22,ж,бухгалтер,199000
13036,Константиновa Антонина,173.0,62.0,71,ж,программист,464000
13037,Петуховa Амалия,164.0,72.0,74,ж,программист,200000
13038,Мироновa Виолетта,156.0,44.0,52,ж,программист,140000
13039,Беспаловa Кристина,158.0,55.0,42,ж,инженер,86000
13040,Мясниковa Дарья,158.0,75.0,24,ж,студент,419000
13041,Фроловa Тамила,165.0,50.0,52,ж,студент,435000
13042,Носовa Владислава,174.0,67.0,42,ж,автослесарь,258000
13043,Меркушевa Лидия,159.0,49.0,43,ж,программист,63000
13044,Лебедевa Анисья,160.0,79.0,29,ж,продавец,498000
13045,Смирновa Дарина,156.0,45.0,42,ж,преподаватель,491000
13046,Савинa Анисья,169.0,68.0,64,ж,программист,73000
13047,Роговa Диана,183.0,71.0,37,ж,преподаватель,335000
13048,Горшковa Агнесса,183.0,76.0,88,ж,автослесарь,287000
13049,Наумовa Лера,161.0,41.0,27,ж,продавец,76000
13050,Козловa Дина,178.0,62.0,33,ж,врач,377000
13051,Игнатьевa Илона,171.0,77.0,59,ж,врач,381000
13052,Русаковa Виктория,162.0,71.0,87,ж,продавец,300000
13053,Алексеевa Светлана,165.0,54.0,50,ж,продавец,31000
13054,Ларионовa Ванда,159.0,50.0,27,ж,продавец,155000
13055,Журавлёвa Капитолина,165.0,67.0,87,ж,бухгалтер,416000
13056,Зуевa Зинаида,160.0,75.0,54,ж,сантехник,486000
13057,Носковa Тамара,181.0,73.0,48,ж,врач,408000
13058,Марковa Любовь,175.0,52.0,67,ж,программист,493000
13059,Ермаковa Венера,165.0,62.0,89,ж,программист,470000
13060,Селиверстовa Марианна,171.0,56.0,73,ж,врач,337000
13061,Вишняковa Анжела,179.0,45.0,84,ж,студент,219000
13062,Лобановa Сабина,171.0,65.0,38,ж,преподаватель,426000
13063,Степановa Анжела,158.0,49.0,35,ж,врач,37000
13064,Князевa Дора,156.0,74.0,84,ж,бухгалтер,79000
13065,Кулаковa Ангелина,174.0,48.0,69,ж,программист,264000
13066,Колобовa Инна,159.0,67.0,74,ж,инженер,79000
13067,Симоновa Влада,160.0,61.0,43,ж,студент,69000
13068,Волковa Изабелла,155.0,55.0,67,ж,программист,63000
13069,Котовa Инга,182.0,44.0,27,ж,бухгалтер,124000
13070,Наумовa Нонна,,60.0,51,ж,программист,281000
13071,Архиповa Ярина,,78.0,38,ж,продавец,353000
13072,Ефимовa Яна,155.0,67.0,18,ж,преподаватель,86000
13073,Шестаковa Агафия,177.0,53.0,35,ж,автослесарь,31000
13074,Комаровa Илона,,76.0,89,ж,инженер,150000
13075,Некрасовa Таисия,181.0,76.0,47,ж,инженер,331000
13076,Лазаревa Диана,,79.0,37,ж,инженер,416000
13077,Комиссаровa Лика,167.0,60.0,56,ж,продавец,158000
13078,Селиверстовa Элина,166.0,79.0,87,ж,продавец,330000
13079,Белоусовa Римма,165.0,61.0,20,ж,программист,41000
13080,Шашковa Рита,167.0,51.0,85,ж,программист,103000
13081,Герасимовa Ира,181.0,62.0,84,ж,преподаватель,247000
13082,Богдановa Лия,158.0,58.0,65,ж,студент,65000
13083,Беловa Ангелина,,67.0,88,ж,бухгалтер,115000
13084,Красильниковa Алеся,158.0,42.0,22,ж,программист,374000
13085,Богдановa Амелия,159.0,77.0,26,ж,программист,28000
13086,Титовa Людмила,,51.0,81,ж,инженер,172000
13087,Селиверстовa Екатерина,162.0,79.0,47,ж,студент,89000
13088,Зыковa Платонида,162.0,72.0,22,ж,врач,293000
13089,Павловa Алсу,155.0,73.0,47,ж,студент,312000
13090,Ермаковa Октябрина,180.0,54.0,30,ж,продавец,172000
13091,Назаровa Тамара,175.0,63.0,47,ж,сантехник,46000
13092,Доронинa Магдалена,176.0,41.0,66,ж,продавец,21000
13093,Петуховa Карина,,61.0,53,ж,программист,118000
13094,Моисеевa Таисия,167.0,56.0,87,ж,программист,442000
13095,Шараповa Янина,168.0,72.0,39,ж,бухгалтер,345000
13096,Беляковa Александра,179.0,58.0,49,ж,студент,461000
13097,Филатовa Ира,183.0,47.0,34,ж,сантехник,344000
13098,Туровa Стефания,165.0,79.0,34,ж,врач,12000
13099,Якушевa Валентина,,78.0,85,ж,сантехник,352000
13100,Королёвa Ася,184.0,62.0,81,ж,врач,44000
13101,Поповa Изольда,,78.0,81,ж,студент,310000
13102,Ларионовa Владислава,155.0,75.0,80,ж,продавец,308000
13103,Селиверстовa Алекса,158.0,70.0,57,ж,бухгалтер,169000
13104,Макаровa Виола,176.0,44.0,85,ж,программист,284000
13105,Ефремовa Майя,162.0,45.0,86,ж,врач,199000
13106,Гурьевa Божена,166.0,44.0,50,ж,преподаватель,438000
13107,Кузьминa Марианна,166.0,67.0,31,ж,бухгалтер,430000
13108,Мясниковa Кристина,156.0,79.0,25,ж,продавец,241000
13109,Горбачёвa Софья,166.0,48.0,46,ж,сантехник,138000
13110,Шаровa Руслана,183.0,51.0,40,ж,преподаватель,357000
13111,Терентьевa Валентина,160.0,65.0,75,ж,студент,173000
13112,Семёновa Ева,164.0,44.0,83,ж,автослесарь,317000
13113,Кирилловa София,162.0,48.0,70,ж,инженер,162000
13114,Ефремовa Лолита,164.0,46.0,24,ж,преподаватель,98000
13115,Ильинa Инна,166.0,59.0,62,ж,сантехник,374000
13116,Александровa Виталина,183.0,63.0,74,ж,бухгалтер,246000
13117,Блиновa Платонида,174.0,51.0,31,ж,инженер,329000
13118,Воронцовa Роксана,160.0,72.0,48,ж,инженер,293000
13119,Исаковa Маргарита,179.0,79.0,25,ж,врач,77000
13120,Лукинa Домника,157.0,47.0,40,ж,студент,458000
13121,Харитоновa Дарина,173.0,77.0,32,ж,продавец,423000
13122,Масловa Александрина,177.0,76.0,78,ж,преподаватель,267000
13123,Муравьёвa Алсу,168.0,69.0,43,ж,инженер,223000
13124,Яковлевa Лера,163.0,71.0,47,ж,преподаватель,496000
13125,Потаповa Аксинья,167.0,72.0,66,ж,студент,468000
13126,Тимофеевa Каролина,166.0,60.0,82,ж,продавец,188000
13127,Лукинa Карина,181.0,40.0,50,ж,бухгалтер,395000
13128,Трофимовa Россияна,168.0,46.0,83,ж,преподаватель,274000
13129,Доронинa Амелия,178.0,50.0,67,ж,бухгалтер,465000
13130,Савельевa Инга,170.0,41.0,32,ж,преподаватель,145000
13131,Ситниковa Нонна,158.0,47.0,76,ж,продавец,51000
13132,Блохинa Вета,183.0,74.0,72,ж,студент,27000
13133,Мышкинa Русалина,163.0,52.0,58,ж,продавец,238000
13134,Федосеевa Россияна,162.0,64.0,22,ж,студент,345000
13135,Цветковa Эмилия,177.0,73.0,44,ж,автослесарь,36000
13136,Волковa Арина,174.0,53.0,35,ж,бухгалтер,362000
13137,Беляковa Гертруда,,71.0,51,ж,инженер,316000
13138,Журавлёвa Юния,160.0,66.0,78,ж,студент,36000
13139,Лукинa Анисья,,40.0,52,ж,инженер,377000
13140,Королёвa Соня,166.0,53.0,67,ж,врач,151000
13141,Коноваловa Вита,176.0,47.0,42,ж,студент,73000
13142,Семёновa Лариса,172.0,54.0,52,ж,автослесарь,32000
13143,Герасимовa Инга,179.0,46.0,52,ж,бухгалтер,170000
13144,Беспаловa Владана,155.0,45.0,50,ж,преподаватель,280000
13145,Кабановa Гертруда,160.0,75.0,77,ж,студент,386000
13146,Тарасовa Мирра,160.0,63.0,74,ж,инженер,403000
13147,Соловьёвa Клавдия,178.0,55.0,21,ж,продавец,364000
13148,Пановa Зоя,169.0,44.0,37,ж,продавец,422000
13149,Горшковa Эдита,172.0,52.0,70,ж,инженер,252000
13150,Исаковa Магдалена,172.0,45.0,78,ж,врач,260000
13151,Фоминa Устинья,171.0,43.0,84,ж,программист,175000
13152,Денисовa Изабелла,161.0,65.0,23,ж,продавец,101000
13153,Зиминa Владана,179.0,64.0,37,ж,сантехник,22000
13154,Савинa Милица,179.0,63.0,23,ж,преподаватель,22000
13155,Виноградовa Виктория,173.0,42.0,27,ж,сантехник,433000
13156,Колобовa Нора,174.0,60.0,30,ж,продавец,446000
13157,Фокинa Пелагея,155.0,47.0,70,ж,инженер,461000
13158,Виноградовa Аида,156.0,57.0,36,ж,сантехник,469000
13159,Пахомовa Вероника,182.0,76.0,48,ж,инженер,37000
13160,Беспаловa Зоряна,163.0,54.0,52,ж,программист,484000
13161,Кудрявцевa Зоряна,160.0,43.0,46,ж,студент,314000
13162,Ларионовa Цагана,168.0,57.0,22,ж,врач,337000
13163,Бирюковa Лукерья,163.0,49.0,70,ж,автослесарь,127000
13164,Бирюковa Александра,172.0,44.0,85,ж,продавец,365000
13165,Гусевa Наталия,170.0,44.0,81,ж,врач,240000
13166,Афанасьевa Агнесса,163.0,61.0,56,ж,продавец,461000
13167,Сысоевa Виола,160.0,61.0,79,ж,инженер,435000
13168,Дьячковa Лия,158.0,49.0,83,ж,автослесарь,229000
13169,Кондратьевa Снежана,163.0,54.0,70,ж,сантехник,340000
13170,Буровa Макария,166.0,59.0,21,ж,студент,459000
13171,Игнатьевa Таисия,166.0,69.0,69,ж,сантехник,334000
13172,Фадеевa Богдана,173.0,62.0,25,ж,программист,241000
13173,Волковa Ия,182.0,40.0,26,ж,студент,381000
13174,Одинцовa Прасковья,168.0,69.0,74,ж,инженер,477000
13175,Цветковa Зоряна,167.0,50.0,68,ж,врач,358000
13176,Пановa Валентина,165.0,58.0,19,ж,сантехник,295000
13177,Костинa Ольга,180.0,59.0,67,ж,сантехник,443000
13178,Николаевa Лера,172.0,56.0,65,ж,врач,212000
13179,Соловьёвa Альбина,159.0,46.0,73,ж,врач,378000
13180,Родионовa Арина,184.0,69.0,52,ж,преподаватель,135000
13181,Шубинa Александрина,166.0,51.0,32,ж,бухгалтер,345000
13182,Журавлёвa Юлиана,169.0,60.0,23,ж,сантехник,456000
13183,Устиновa Клавдия,157.0,77.0,30,ж,программист,290000
13184,Якушевa Цветана,158.0,63.0,74,ж,врач,490000
13185,Овчинниковa Богдана,173.0,74.0,88,ж,инженер,477000
13186,Хохловa Илга,179.0,72.0,38,ж,студент,273000
13187,Кудрявцевa Фаина,176.0,63.0,74,ж,сантехник,438000
13188,Фоминa Лидия,174.0,73.0,42,ж,программист,375000
13189,Савинa Богдана,184.0,76.0,73,ж,сантехник,129000
13190,Федотовa Юлия,184.0,72.0,69,ж,бухгалтер,136000
13191,Петуховa Мария,,42.0,52,ж,сантехник,344000
13192,Гуляевa Надежда,155.0,70.0,77,ж,продавец,294000
13193,Давыдовa Аида,168.0,56.0,86,ж,инженер,176000
13194,Терентьевa Надежда,171.0,45.0,52,ж,сантехник,337000
13195,Бобылёвa Нина,177.0,40.0,47,ж,программист,193000
13196,Михайловa Маргарита,,73.0,27,ж,инженер,107000
13197,Зайцевa Елизавета,169.0,68.0,81,ж,сантехник,421000
13198,Зуевa Альбина,179.0,40.0,55,ж,продавец,161000
13199,Кошелевa Антонина,158.0,67.0,18,ж,автослесарь,381000
13200,Матвеевa Евдокия,166.0,54.0,64,ж,врач,393000
13201,Филатовa Аврора,180.0,59.0,47,ж,студент,385000
13202,Зуевa Фрида,172.0,45.0,31,ж,автослесарь,425000
13203,Мухинa Эльза,156.0,67.0,23,ж,автослесарь,435000
13204,Дроздовa Милада,175.0,43.0,43,ж,инженер,323000
13205,Жуковa Ляля,162.0,64.0,54,ж,сантехник,480000
13206,Черновa Изольда,160.0,71.0,74,ж,сантехник,180000
13207,Яковлевa Марианна,169.0,60.0,43,ж,бухгалтер,68000
13208,Куликовa Лара,178.0,74.0,76,ж,инженер,358000
13209,Комиссаровa Диана,169.0,62.0,31,ж,преподаватель,415000
13210,Гордеевa Камилла,159.0,61.0,69,ж,сантехник,236000
13211,Савельевa Камилла,159.0,61.0,63,ж,преподаватель,407000
13212,Андреевa Дарья,157.0,68.0,70,ж,бухгалтер,53000
13213,Андреевa Бронислава,158.0,57.0,19,ж,программист,132000
13214,Горбачёвa Богдана,177.0,68.0,78,ж,программист,379000
13215,Вороновa Венера,155.0,76.0,84,ж,продавец,461000
13216,Коноваловa Вета,159.0,44.0,60,ж,бухгалтер,330000
13217,Нестеровa Каролина,178.0,52.0,35,ж,преподаватель,325000
13218,Панфиловa Ванда,173.0,48.0,89,ж,продавец,75000
13219,Зиновьевa Алла,169.0,48.0,43,ж,врач,335000
13220,Федосеевa Анастасия,183.0,41.0,63,ж,продавец,114000
13221,Мухинa Вета,165.0,57.0,66,ж,программист,325000
13222,Ширяевa Авдотья,178.0,77.0,26,ж,инженер,69000
13223,Буровa Мира,,43.0,81,ж,программист,24000
13224,Черновa Любовь,160.0,70.0,81,ж,продавец,352000
13225,Журавлёвa Камилла,165.0,69.0,55,ж,сантехник,83000
13226,Бобровa Мирра,,53.0,47,ж,программист,257000
13227,Брагинa Цветана,174.0,71.0,48,ж,автослесарь,423000
13228,Логиновa Милада,169.0,46.0,52,ж,сантехник,140000
13229,Молчановa Мила,177.0,53.0,19,ж,программист,481000
13230,Дементьевa Божена,172.0,55.0,40,ж,программист,477000
13231,Тарасовa Аэлита,,57.0,27,ж,преподаватель,194000
13232,Афанасьевa Виола,160.0,54.0,35,ж,преподаватель,44000
13233,Виноградовa Раиса,165.0,62.0,35,ж,преподаватель,261000
13234,Блиновa Арина,158.0,48.0,19,ж,врач,403000
13235,Голубевa Соня,156.0,48.0,44,ж,автослесарь,291000
13236,Сорокинa Рената,157.0,68.0,89,ж,инженер,462000
13237,Кулагинa Аксинья,177.0,77.0,69,ж,бухгалтер,478000
13238,Родионовa Амелия,157.0,71.0,18,ж,врач,49000
13239,Муравьёвa Александра,176.0,77.0,78,ж,врач,234000
13240,Щукинa Арина,161.0,43.0,69,ж,врач,219000
13241,Силинa Устинья,179.0,64.0,66,ж,программист,66000
13242,Мельниковa Есения,177.0,77.0,59,ж,преподаватель,428000
13243,Хохловa Виола,164.0,75.0,24,ж,инженер,345000
13244,Муравьёвa Лолита,175.0,70.0,63,ж,врач,28000
13245,Сысоевa Каролина,169.0,51.0,58,ж,автослесарь,491000
13246,Горбачёвa Лера,169.0,58.0,38,ж,инженер,232000
13247,Фомичёвa Гертруда,183.0,55.0,35,ж,врач,472000
13248,Константиновa Валентина,174.0,71.0,52,ж,студент,389000
13249,Никоновa Раяна,182.0,50.0,62,ж,бухгалтер,114000
13250,Ковалёвa Виталина,156.0,73.0,23,ж,преподаватель,377000
13251,Тарасовa Ирина,161.0,51.0,23,ж,преподаватель,29000
13252,Самсоновa Камилла,171.0,53.0,82,ж,программист,217000
13253,Вишняковa Дарья,180.0,60.0,19,ж,программист,22000
13254,Бобылёвa Нина,162.0,63.0,18,ж,инженер,293000
13255,Константиновa Прасковья,156.0,55.0,20,ж,бухгалтер,437000
13256,Назаровa Илга,159.0,64.0,30,ж,студент,438000
13257,Масловa Юния,181.0,76.0,62,ж,преподаватель,321000
13258,Игнатовa Алекса,179.0,61.0,22,ж,врач,420000
13259,Карповa Лилия,175.0,43.0,44,ж,автослесарь,489000
13260,Субботинa Алла,158.0,54.0,67,ж,программист,41000
13261,Денисовa Аделина,168.0,52.0,48,ж,автослесарь,390000
13262,Якушевa Лика,158.0,57.0,70,ж,врач,398000
13263,Красильниковa Ярослава,157.0,59.0,83,ж,продавец,121000
13264,Горшковa Надежда,162.0,53.0,71,ж,преподаватель,148000
13265,Ивановa Вероника,162.0,70.0,55,ж,бухгалтер,285000
13266,Власовa Агафья,182.0,54.0,79,ж,сантехник,97000
13267,Исаковa Раяна,177.0,56.0,28,ж,программист,123000
13268,Захаровa Дарина,159.0,46.0,83,ж,продавец,409000
13269,Владимировa Мира,,49.0,61,ж,продавец,171000
13270,Максимовa Божена,157.0,70.0,80,ж,программист,18000
13271,Лукинa Адель,163.0,60.0,76,ж,преподаватель,237000
13272,Вороновa Илга,155.0,57.0,56,ж,бухгалтер,121000
13273,Поляковa Вера,171.0,65.0,24,ж,сантехник,32000
13274,Одинцовa Фаина,,59.0,40,ж,врач,289000
13275,Горбачёвa Влада,,40.0,20,ж,преподаватель,396000
13276,Дроздовa Марьяна,163.0,64.0,88,ж,преподаватель,449000
13277,Богдановa Рита,175.0,72.0,88,ж,студент,100000
13278,Рыбаковa Русалина,178.0,55.0,76,ж,студент,126000
13279,Евдокимовa Валерия,167.0,66.0,76,ж,инженер,269000
13280,Третьяковa Виола,,52.0,23,ж,студент,261000
13281,Носовa Анфиса,,53.0,84,ж,инженер,274000
13282,Шиловa Юлиана,163.0,68.0,22,ж,преподаватель,169000
13283,Воробьёвa Ия,160.0,52.0,85,ж,преподаватель,311000
13284,Егоровa Юния,,72.0,74,ж,студент,298000
13285,Орловa Елизавета,159.0,48.0,77,ж,программист,476000
13286,Козловa Надежда,172.0,65.0,52,ж,программист,267000
13287,Лыткинa Александра,157.0,77.0,81,ж,врач,414000
13288,Вишняковa Платонида,169.0,74.0,46,ж,программист,357000
13289,Никитинa Зоя,175.0,44.0,74,ж,инженер,290000
13290,Савельевa Аполлинария,164.0,72.0,73,ж,сантехник,80000
13291,Сафоновa Альбина,178.0,44.0,50,ж,инженер,480000
13292,Белозёровa Альбина,158.0,61.0,31,ж,бухгалтер,430000
13293,Белозёровa Мирослава,175.0,79.0,34,ж,студент,103000
13294,Жуковa Ярина,164.0,74.0,42,ж,автослесарь,411000
13295,Барановa Каролина,158.0,64.0,27,ж,инженер,40000
13296,Копыловa Соня,169.0,53.0,24,ж,преподаватель,30000
13297,Сазоновa Есения,165.0,65.0,37,ж,программист,224000
13298,Корниловa Камилла,177.0,43.0,62,ж,инженер,189000
13299,Мишинa Марианна,,64.0,68,ж,сантехник,201000
13300,Князевa Агафья,175.0,77.0,61,ж,бухгалтер,86000
13301,Шаровa Василина,165.0,61.0,68,ж,бухгалтер,282000
13302,Логиновa Агафья,156.0,40.0,68,ж,преподаватель,99000
13303,Зыковa Анжелика,162.0,63.0,33,ж,студент,417000
13304,Ковалёвa Русалина,166.0,59.0,61,ж,преподаватель,370000
13305,Тихоновa Ева,165.0,52.0,73,ж,инженер,53000
13306,Кудряшовa Иванна,180.0,78.0,40,ж,сантехник,309000
13307,Якушевa Яна,157.0,46.0,84,ж,программист,11000
13308,Казаковa Валентина,162.0,50.0,52,ж,преподаватель,238000
13309,Якушевa Зоя,172.0,55.0,80,ж,инженер,319000
13310,Белозёровa Рита,168.0,59.0,85,ж,автослесарь,221000
13311,Лыткинa Оксана,159.0,48.0,65,ж,продавец,31000
13312,Брагинa Адель,162.0,42.0,22,ж,программист,79000
13313,Киселёвa Яна,184.0,65.0,76,ж,сантехник,413000
13314,Фроловa Элина,,69.0,72,ж,инженер,65000
13315,Белозёровa Виталия,173.0,51.0,79,ж,студент,198000
13316,Пахомовa Ева,,72.0,52,ж,инженер,308000
13317,Денисовa Ярина,180.0,47.0,68,ж,сантехник,57000
13318,Осиповa Аксинья,180.0,79.0,25,ж,студент,117000
13319,Мамонтовa Евгения,178.0,61.0,29,ж,врач,269000
13320,Соловьёвa Тамара,160.0,44.0,84,ж,сантехник,429000
13321,Зыковa Светлана,165.0,47.0,86,ж,бухгалтер,472000
13322,Фёдоровa Марта,180.0,53.0,40,ж,бухгалтер,119000
13323,Самсоновa Лара,161.0,74.0,32,ж,продавец,330000
13324,Туровa Инесса,175.0,41.0,73,ж,преподаватель,113000
13325,Матвеевa Анжелика,159.0,42.0,33,ж,продавец,430000
13326,Горбуновa Алевтина,184.0,41.0,43,ж,программист,425000
13327,Владимировa Виолетта,176.0,68.0,28,ж,инженер,369000
13328,Игнатовa Елена,157.0,49.0,54,ж,сантехник,96000
13329,Шашковa Вероника,174.0,67.0,72,ж,программист,493000
13330,Колобовa Римма,183.0,78.0,23,ж,программист,445000
13331,Шиловa Лина,,71.0,58,ж,бухгалтер,108000
13332,Киселёвa Лолита,177.0,66.0,74,ж,бухгалтер,432000
13333,Кононовa Эльвира,176.0,74.0,58,ж,автослесарь,80000
13334,Антоновa Анжелика,171.0,61.0,26,ж,инженер,92000
13335,Борисовa Магдалена,158.0,57.0,21,ж,врач,138000
13336,Васильевa Ефросинья,182.0,67.0,46,ж,продавец,397000
13337,Макаровa Алевтина,171.0,46.0,60,ж,инженер,78000
13338,Роговa Валерия,,69.0,74,ж,студент,370000
13339,Лазаревa Вета,,67.0,56,ж,студент,421000
13340,Кузьминa Людмила,160.0,56.0,89,ж,преподаватель,17000
13341,Егоровa Элеонора,175.0,71.0,19,ж,преподаватель,467000
13342,Лаврентьевa Александрина,173.0,44.0,23,ж,продавец,147000
13343,Исаевa Богдана,156.0,43.0,26,ж,продавец,227000
13344,Гуляевa Елизавета,168.0,74.0,70,ж,продавец,305000
13345,Исаевa Сабина,182.0,45.0,87,ж,бухгалтер,44000
13346,Власовa Лина,175.0,66.0,40,ж,студент,447000
13347,Суворовa Иванна,172.0,67.0,79,ж,программист,165000
13348,Беловa Гелла,,52.0,24,ж,автослесарь,183000
13349,Соколовa Алина,176.0,75.0,56,ж,преподаватель,410000
13350,Михайловa Снежана,180.0,43.0,28,ж,автослесарь,355000
13351,Бирюковa Светлана,179.0,44.0,38,ж,преподаватель,386000
13352,Беспаловa Наталья,182.0,63.0,59,ж,врач,365000
13353,Зыковa Лада,183.0,42.0,87,ж,инженер,220000
13354,Гавриловa Калерия,167.0,53.0,57,ж,сантехник,243000
13355,Калининa Ада,180.0,73.0,67,ж,инженер,17000
13356,Анисимовa Илга,169.0,57.0,57,ж,сантехник,77000
13357,Юдинa Марта,,78.0,39,ж,бухгалтер,333000
13358,Романовa Лика,181.0,40.0,66,ж,автослесарь,215000
13359,Архиповa Соня,168.0,45.0,38,ж,продавец,252000
13360,Трофимовa Милана,176.0,59.0,40,ж,инженер,282000
13361,Крюковa Лукерья,166.0,77.0,24,ж,программист,196000
13362,Воробьёвa Эмилия,178.0,63.0,49,ж,врач,296000
13363,Туровa Александрина,184.0,40.0,62,ж,врач,170000
13364,Беляевa Агафья,167.0,45.0,55,ж,бухгалтер,261000
13365,Тимофеевa Светлана,180.0,61.0,23,ж,автослесарь,94000
13366,Кононовa Лариса,177.0,56.0,33,ж,бухгалтер,217000
13367,Щербаковa Зинаида,177.0,63.0,41,ж,автослесарь,447000
13368,Дмитриевa Роксана,,62.0,58,ж,автослесарь,310000
13369,Рябовa Пелагея,157.0,41.0,36,ж,бухгалтер,121000
13370,Савинa Алеся,171.0,54.0,75,ж,бухгалтер,224000
13371,Никоновa Эрика/div>,171.0,70.0,49,ж,программист,393000
13372,Марковa Ярослава,176.0,72.0,82,ж,студент,289000
13373,Дементьевa Милица,180.0,70.0,26,ж,врач,139000
